student,weak_knowledge
406,"[1, 2, 3, 4, 6, 7, 8, 12, 14, 15, 16, 17, 19, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 36, 37, 38, 40, 42, 43, 45, 46, 47, 48, 49, 51, 52, 54, 55, 58, 59, 60, 61, 62, 64, 65, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 89, 90, 91, 92, 96, 97, 99, 100, 101]"
407,"[7, 12, 16, 18, 23, 27, 28, 31, 35, 40, 42, 47, 50, 51, 54, 55, 56, 59, 65, 66, 68, 72, 74, 76, 81, 82, 84, 85, 88, 93, 94, 97, 100, 101]"
408,"[1, 2, 3, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 33, 35, 38, 39, 40, 43, 44, 45, 48, 49, 50, 51, 53, 54, 55, 56, 57, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 78, 79, 81, 82, 83, 84, 85, 87, 88, 89, 90, 92, 93, 96, 98, 99, 101]"
409,"[1, 3, 5, 6, 7, 11, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 81, 83, 84, 85, 86, 87, 89, 91, 94, 96, 97, 98, 99, 100, 101]"
410,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 14, 15, 16, 19, 20, 22, 24, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 44, 45, 46, 49, 50, 52, 53, 54, 56, 57, 58, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 76, 77, 78, 79, 80, 82, 85, 87, 88, 89, 93, 94, 95, 96, 97, 98, 99, 100]"
411,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 18, 19, 22, 24, 25, 26, 27, 28, 31, 32, 33, 35, 36, 38, 40, 41, 42, 43, 44, 45, 48, 49, 51, 52, 53, 54, 56, 57, 59, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 100, 101]"
412,"[2, 4, 5, 6, 7, 8, 9, 10, 12, 15, 16, 19, 21, 22, 23, 25, 26, 27, 29, 30, 32, 33, 34, 35, 37, 39, 40, 41, 42, 45, 46, 48, 49, 51, 54, 55, 57, 58, 59, 62, 63, 64, 65, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 95, 96, 98, 99, 100, 101]"
413,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 22, 23, 24, 25, 26, 28, 29, 31, 32, 34, 35, 36, 38, 39, 42, 44, 45, 46, 47, 48, 51, 53, 54, 55, 56, 57, 60, 61, 62, 63, 65, 66, 67, 68, 69, 71, 72, 73, 74, 76, 78, 79, 80, 82, 83, 84, 85, 87, 90, 92, 93, 94, 95, 96, 98, 100, 101]"
414,"[1, 2, 4, 5, 6, 8, 10, 13, 14, 17, 18, 19, 20, 22, 23, 26, 28, 36, 38, 39, 41, 44, 45, 48, 49, 50, 53, 54, 55, 57, 60, 65, 67, 68, 76, 77, 79, 80, 81, 82, 83, 85, 86, 88, 89, 91, 92, 94, 96, 97, 98, 99]"
415,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 15, 19, 20, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 83, 84, 85, 87, 88, 92, 96, 98, 99, 101]"
416,"[1, 2, 4, 6, 7, 9, 10, 12, 14, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 28, 30, 31, 33, 34, 35, 36, 39, 41, 42, 43, 45, 47, 48, 49, 52, 53, 54, 56, 58, 59, 61, 62, 63, 65, 66, 67, 68, 70, 72, 73, 75, 77, 78, 79, 80, 82, 85, 86, 87, 88, 90, 91, 93, 94, 95, 96, 97, 98, 99]"
417,"[2, 4, 5, 6, 8, 9, 11, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 40, 41, 42, 43, 44, 46, 47, 49, 50, 51, 53, 57, 60, 62, 63, 65, 66, 70, 71, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 93, 94, 95, 96, 97, 98, 99, 101]"
418,"[1, 2, 5, 6, 8, 10, 13, 14, 15, 16, 17, 22, 23, 26, 28, 29, 32, 33, 35, 37, 40, 41, 42, 43, 45, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 66, 67, 69, 73, 74, 75, 76, 79, 80, 82, 83, 84, 86, 87, 88, 90, 92, 93, 94, 95, 98, 99, 100, 101]"
419,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 54, 55, 57, 58, 59, 60, 62, 63, 66, 67, 68, 69, 70, 71, 72, 73, 75, 77, 80, 81, 82, 83, 84, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98, 99, 100]"
420,"[1, 2, 3, 4, 5, 6, 7, 10, 12, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 54, 55, 58, 59, 60, 62, 64, 65, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 92, 93, 94, 95, 97, 98, 99]"
421,"[1, 4, 7, 10, 12, 13, 14, 15, 16, 18, 19, 23, 24, 25, 26, 30, 31, 32, 34, 35, 39, 40, 41, 42, 44, 45, 46, 47, 49, 50, 52, 53, 54, 55, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 81, 82, 83, 84, 85, 87, 88, 89, 91, 92, 93, 97, 99, 100]"
422,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19, 21, 22, 23, 24, 25, 27, 28, 29, 30, 32, 33, 34, 35, 37, 38, 41, 42, 43, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 88, 90, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
423,"[1, 2, 6, 7, 11, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 36, 41, 45, 49, 51, 53, 54, 56, 57, 58, 62, 64, 65, 68, 70, 74, 75, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 99, 101]"
424,"[1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 17, 18, 19, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 48, 50, 51, 53, 54, 55, 56, 57, 58, 60, 61, 63, 67, 68, 69, 70, 71, 73, 74, 76, 77, 79, 80, 81, 82, 83, 84, 86, 87, 90, 91, 92, 93, 94, 95, 98, 100, 101]"
425,"[1, 2, 3, 4, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 66, 67, 68, 70, 71, 72, 73, 74, 78, 79, 82, 83, 84, 85, 87, 89, 90, 92, 95, 96, 97, 99, 100, 101]"
426,"[1, 2, 3, 5, 6, 8, 11, 14, 15, 16, 19, 21, 22, 23, 24, 25, 26, 28, 29, 30, 32, 34, 35, 38, 39, 41, 42, 43, 44, 45, 46, 49, 50, 51, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66, 68, 71, 72, 74, 76, 77, 79, 83, 84, 86, 90, 92, 93, 94, 96, 99, 100, 101]"
427,"[1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 15, 17, 19, 20, 22, 23, 24, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 58, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 74, 75, 77, 78, 80, 81, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]"
428,"[5, 6, 7, 8, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 32, 33, 35, 37, 38, 39, 40, 41, 42, 43, 45, 47, 49, 51, 54, 55, 56, 57, 58, 60, 61, 62, 64, 65, 66, 69, 70, 71, 72, 75, 76, 77, 78, 79, 80, 82, 83, 84, 86, 87, 88, 89, 90, 91, 92, 95, 98, 99, 100, 101]"
429,"[1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 16, 17, 19, 20, 22, 23, 24, 25, 28, 29, 30, 32, 34, 36, 38, 40, 42, 43, 44, 45, 46, 48, 50, 56, 57, 58, 59, 60, 61, 63, 65, 67, 68, 69, 70, 75, 78, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 93, 95, 96, 97, 100, 101]"
430,"[1, 2, 4, 5, 6, 10, 11, 12, 13, 16, 17, 20, 21, 22, 25, 26, 27, 29, 38, 39, 42, 44, 47, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 77, 78, 80, 83, 84, 87, 88, 89, 90, 91, 92, 95, 97, 98, 99, 100, 101]"
431,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 69, 70, 72, 73, 74, 75, 76, 77, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 94, 97, 98, 99, 100, 101]"
432,"[2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 21, 22, 25, 28, 29, 32, 35, 40, 41, 42, 44, 47, 50, 51, 53, 55, 56, 57, 60, 61, 62, 65, 66, 69, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 93, 95, 96, 98, 100, 101]"
433,"[1, 2, 3, 6, 7, 9, 10, 11, 12, 13, 17, 19, 20, 21, 23, 24, 25, 28, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 44, 45, 46, 47, 52, 53, 54, 56, 58, 59, 60, 62, 64, 65, 66, 67, 73, 74, 76, 77, 78, 79, 80, 82, 83, 84, 88, 89, 90, 94, 95, 97, 98, 100, 101]"
434,"[1, 9, 10, 12, 16, 17, 19, 21, 23, 24, 25, 26, 28, 30, 31, 50, 56, 61, 65, 68, 70, 71, 73, 74, 76, 77, 79, 81, 83, 85, 88, 89, 90, 93, 99, 100, 101]"
435,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 101]"
436,"[2, 5, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 36, 37, 44, 47, 49, 50, 51, 52, 55, 56, 57, 58, 59, 61, 64, 65, 67, 70, 71, 72, 74, 77, 78, 80, 81, 83, 84, 87, 88, 90, 91, 92, 93, 94, 95, 99, 100]"
437,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 46, 48, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 77, 78, 79, 81, 82, 83, 84, 85, 86, 87, 89, 91, 92, 93, 94, 95, 98, 100, 101]"
438,"[2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 18, 19, 20, 21, 23, 28, 29, 30, 31, 32, 34, 36, 37, 38, 40, 41, 42, 43, 44, 45, 47, 52, 53, 55, 56, 58, 59, 63, 64, 65, 66, 69, 70, 71, 72, 75, 76, 79, 80, 81, 83, 85, 87, 88, 90, 91, 92, 93, 97, 98, 99, 101]"
439,"[1, 3, 4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 73, 76, 77, 78, 79, 80, 81, 82, 85, 86, 87, 89, 90, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
440,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 16, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 29, 32, 34, 36, 39, 40, 41, 43, 44, 45, 46, 55, 56, 57, 59, 60, 62, 63, 64, 65, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 86, 87, 88, 90, 92, 93, 94, 95, 96, 98, 99, 101]"
441,"[2, 7, 9, 10, 14, 16, 18, 19, 20, 21, 22, 23, 25, 26, 37, 41, 50, 56, 58, 59, 61, 64, 65, 66, 69, 72, 73, 74, 76, 79, 80, 81, 82, 83, 85, 87, 88, 90, 91, 94, 99, 101]"
442,"[3, 4, 5, 6, 7, 8, 9, 13, 14, 16, 17, 19, 20, 22, 23, 24, 26, 28, 29, 30, 31, 34, 35, 36, 38, 40, 42, 43, 45, 46, 47, 50, 51, 53, 54, 56, 58, 61, 62, 64, 66, 67, 72, 73, 76, 77, 78, 80, 82, 83, 84, 85, 87, 89, 92, 95, 96, 97, 98, 99, 100, 101]"
443,"[7, 12, 16, 17, 18, 19, 20, 21, 22, 23, 26, 28, 30, 31, 35, 36, 41, 44, 47, 50, 52, 53, 55, 62, 65, 66, 74, 77, 78, 79, 81, 83, 84, 85, 87, 88, 90, 93, 94, 95, 97, 99, 100, 101]"
444,"[3, 4, 5, 6, 9, 10, 11, 12, 16, 17, 18, 19, 22, 24, 26, 27, 28, 29, 30, 31, 33, 36, 37, 38, 39, 42, 43, 45, 46, 47, 48, 49, 51, 52, 55, 57, 58, 59, 60, 62, 63, 64, 66, 70, 72, 73, 75, 76, 77, 78, 79, 80, 84, 85, 86, 87, 88, 89, 90, 91, 93, 94, 96, 98, 100]"
445,"[9, 10, 12, 16, 17, 18, 22, 23, 26, 32, 38, 43, 45, 46, 49, 50, 56, 57, 62, 70, 72, 79, 80, 81, 82, 83, 86, 87, 88, 89, 90, 92, 93, 95, 97, 98, 99, 100]"
446,"[2, 4, 7, 13, 15, 18, 20, 21, 23, 25, 26, 27, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 45, 46, 48, 49, 53, 56, 57, 58, 59, 60, 61, 65, 66, 67, 68, 69, 72, 74, 78, 81, 83, 84, 86, 87, 88, 89, 92, 93, 94, 95, 97, 98, 99, 100]"
447,"[3, 7, 8, 14, 18, 20, 21, 22, 23, 25, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 48, 53, 55, 56, 58, 62, 64, 65, 67, 71, 74, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 95, 96, 98, 99, 101]"
448,"[4, 9, 10, 11, 16, 17, 18, 19, 20, 21, 22, 23, 30, 31, 32, 35, 39, 40, 41, 42, 43, 45, 46, 48, 50, 51, 52, 53, 55, 56, 59, 62, 64, 65, 66, 67, 70, 71, 73, 76, 78, 79, 80, 82, 83, 85, 87, 88, 89, 90, 91, 92, 97, 98, 101]"
449,"[1, 4, 5, 6, 9, 11, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 27, 29, 31, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 55, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 98, 99, 101]"
450,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 81, 83, 84, 85, 86, 87, 88, 89, 90, 92, 93, 94, 95, 96, 97, 98, 100, 101]"
451,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 97, 98, 99, 100, 101]"
452,"[1, 2, 6, 7, 9, 10, 11, 13, 17, 18, 19, 20, 22, 26, 27, 29, 30, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 46, 47, 48, 49, 50, 51, 52, 54, 56, 57, 58, 59, 61, 62, 63, 65, 66, 68, 70, 71, 72, 74, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 90, 91, 92, 93, 94, 95, 97, 98, 101]"
453,"[1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 32, 35, 37, 40, 41, 42, 43, 46, 48, 50, 53, 57, 58, 60, 62, 64, 69, 71, 73, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 87, 88, 89, 90, 91, 94, 95, 96, 98, 99, 100, 101]"
454,"[1, 2, 4, 6, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 38, 39, 41, 42, 44, 45, 47, 49, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 63, 65, 66, 67, 69, 70, 72, 75, 76, 78, 79, 80, 82, 84, 86, 87, 89, 91, 92, 94, 95, 96, 97, 99, 100, 101]"
455,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 16, 17, 19, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42, 43, 45, 46, 48, 49, 50, 52, 53, 55, 57, 58, 59, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98, 99, 100]"
456,"[1, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 55, 56, 57, 60, 61, 63, 65, 66, 69, 70, 71, 72, 73, 74, 77, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 91, 93, 94, 95, 98, 99, 100, 101]"
457,"[3, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 20, 21, 23, 25, 26, 28, 30, 31, 32, 35, 36, 37, 38, 41, 44, 46, 50, 51, 53, 55, 56, 57, 58, 59, 61, 65, 67, 69, 70, 71, 72, 74, 75, 76, 77, 80, 81, 83, 85, 86, 87, 88, 89, 91, 92, 93, 94, 96, 97, 98, 99, 100]"
458,"[1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 51, 53, 54, 58, 60, 61, 62, 63, 64, 65, 68, 69, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 93, 95, 97, 98, 99, 100, 101]"
459,"[1, 4, 5, 6, 7, 8, 11, 13, 14, 16, 17, 19, 21, 22, 24, 25, 32, 34, 35, 40, 41, 43, 44, 46, 48, 49, 50, 53, 54, 61, 63, 64, 65, 67, 71, 73, 75, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 91, 92, 93, 95, 96, 97, 98, 99, 100]"
460,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 29, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 57, 59, 60, 61, 62, 63, 64, 67, 68, 69, 70, 71, 72, 73, 74, 76, 78, 81, 83, 86, 87, 88, 89, 90, 91, 92, 93, 94, 98, 100]"
461,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 34, 36, 37, 38, 39, 40, 42, 44, 46, 48, 49, 50, 51, 52, 53, 56, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 72, 73, 74, 76, 80, 81, 82, 83, 85, 86, 88, 90, 92, 93, 96, 97, 98, 100, 101]"
462,"[1, 2, 3, 4, 7, 10, 12, 13, 16, 17, 18, 19, 21, 23, 26, 27, 30, 31, 32, 34, 36, 44, 47, 51, 53, 56, 58, 60, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 89, 91, 92, 93, 94, 95, 97]"
463,"[2, 3, 6, 7, 8, 13, 14, 16, 17, 18, 19, 20, 23, 24, 25, 26, 29, 30, 31, 32, 36, 37, 38, 39, 40, 43, 45, 47, 49, 51, 54, 55, 56, 57, 59, 61, 62, 66, 67, 69, 70, 71, 73, 74, 75, 78, 80, 81, 82, 83, 85, 86, 88, 89, 90, 91, 95, 96, 97, 98, 100, 101]"
464,"[4, 5, 8, 9, 10, 13, 16, 18, 19, 22, 23, 24, 26, 30, 31, 32, 36, 38, 41, 42, 43, 44, 46, 47, 50, 53, 54, 56, 57, 59, 60, 62, 66, 68, 69, 71, 72, 73, 74, 76, 78, 79, 80, 81, 83, 84, 85, 88, 89, 91, 92, 93, 96, 97, 98, 100, 101]"
465,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 16, 21, 22, 23, 24, 25, 26, 29, 30, 33, 35, 36, 40, 41, 42, 43, 44, 47, 48, 49, 52, 53, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66, 69, 70, 73, 74, 76, 78, 79, 80, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 97, 98, 99, 100, 101]"
466,"[1, 6, 14, 16, 19, 20, 21, 25, 26, 27, 29, 32, 36, 47, 49, 50, 54, 59, 68, 70, 80, 81, 83, 84, 85, 88, 90, 92, 93, 94, 98, 99, 100]"
467,"[3, 5, 6, 7, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 38, 40, 41, 43, 44, 45, 47, 48, 49, 51, 52, 55, 57, 61, 62, 65, 67, 71, 72, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 91, 92, 93, 95, 96, 97, 98, 99]"
468,"[2, 3, 4, 5, 7, 13, 15, 16, 17, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 32, 33, 35, 36, 37, 39, 41, 44, 45, 48, 49, 51, 52, 53, 54, 55, 57, 58, 59, 61, 64, 66, 67, 69, 74, 76, 77, 80, 81, 83, 84, 87, 88, 90, 94, 95, 98, 99]"
469,"[2, 4, 5, 6, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 38, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 77, 78, 79, 80, 81, 82, 83, 85, 87, 89, 90, 91, 92, 93, 94, 95, 96, 100, 101]"
470,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 13, 15, 17, 19, 21, 22, 23, 24, 28, 30, 35, 36, 40, 43, 44, 45, 46, 48, 49, 51, 52, 53, 55, 56, 57, 58, 60, 61, 62, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 77, 80, 81, 82, 84, 85, 87, 88, 89, 90, 91, 92, 94, 96, 97, 98, 99, 101]"
471,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 25, 28, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 44, 45, 46, 47, 48, 49, 52, 54, 58, 59, 60, 61, 62, 63, 65, 66, 68, 72, 74, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 95, 97, 98, 100, 101]"
472,"[3, 7, 10, 13, 14, 16, 17, 18, 19, 20, 21, 22, 25, 26, 28, 29, 30, 33, 36, 41, 42, 43, 45, 46, 49, 50, 52, 53, 59, 62, 63, 65, 66, 67, 69, 70, 71, 72, 73, 74, 75, 77, 78, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 94, 98, 99, 100]"
473,"[2, 4, 5, 6, 7, 8, 9, 14, 16, 17, 19, 20, 22, 23, 24, 26, 30, 31, 32, 34, 35, 36, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 52, 56, 59, 60, 61, 63, 64, 65, 70, 71, 72, 73, 74, 75, 76, 79, 80, 84, 85, 86, 87, 88, 90, 91, 94, 96, 97, 98, 99, 101]"
